30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,200,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
1,0,0,0,0,1,0,0,0,0,1,0,271,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1
1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1
1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
1,1,1,0,0,0,1,0,1,0,1,234,1,0,0,0,1,0,0,0,248,1,0,0,0,1,244,1,0,1
1,0,0,0,1,0,1,11,1,0,1,233,1,0,1,1,1,1,1,1,247,1,0,1,0,1,243,1,0,1
1,0,1,1,1,0,0,0,1,0,0,221,235,236,1,0,1,0,1,0,224,245,246,1,0,0,223,1,0,1
1,0,1,0,1,1,1,1,1,1,1,231,1,1,1,0,1,0,1,0,1,1,1,1,1,1,241,1,0,1
1,0,1,0,0,1,0,0,0,0,1,232,1,0,0,0,1,0,1,0,0,0,0,1,0,0,242,1,0,1
1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1
1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,11,0,0,0,1,0,1,0,0,0,1
1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,1
1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
1,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1
1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,11,0,0,0,1,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,1,0,0,222,237,238,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1
1,0,1,1,1,1,0,1,0,1,239,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,1,0,1,240,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
1,0,0,1,0,1,0,0,261,1,0,0,1,0,0,1,0,0,262,0,1,0,0,1,0,0,1,1,0,1
1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,271,0,1
1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,201,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
